iter	RMSE
1665	3.500155136
1666	3.499654961
1667	3.498704043
1668	3.497820848
1669	3.497681721
1670	3.496755233
1671	3.495909458
1672	3.495356498
1673	3.494780807
1674	3.494151955
1675	3.492959681
1676	3.492211113
1677	3.491503367
1678	3.490877796
1679	3.489792702
1680	3.488674611
1681	3.487856811
1682	3.487641874
1683	3.487368793
1684	3.48673499
1685	3.485763884
1686	3.484926376
1687	3.484362669
1688	3.483783219
1689	3.483374082
1690	3.482688279
1691	3.481567746
1692	3.48103753
1693	3.480452679
1694	3.479633443
1695	3.478419531
1696	3.477816387
1697	3.477176789
1698	3.476431501
1699	3.476102056
1700	3.475538929
1701	3.475082593
1702	3.474750238
1703	3.473937041
1704	3.473791652
1705	3.472583564
1706	3.471955859
1707	3.471119787
1708	3.470431941
1709	3.469835916
1710	3.468983984
1711	3.467731705
1712	3.467133287
1713	3.46633461
1714	3.46590001
1715	3.465307254
1716	3.464377085
1717	3.463607228
1718	3.463130871
1719	3.462478394
1720	3.462472144
1721	3.461685868
1722	3.460971131
1723	3.460392265
1724	3.459509966
1725	3.459171306
1726	3.458307061
1727	3.457585448
1728	3.456725047
1729	3.456553114
1730	3.455777256
1731	3.455089744
1732	3.454813354
1733	3.454001385
1734	3.453382684
1735	3.452941795
1736	3.452618453
1737	3.452343107
1738	3.451952007
1739	3.451512775
1740	3.451085722
1741	3.450963971
1742	3.450835892
1743	3.449832355
1744	3.449086335
1745	3.448706108
1746	3.448136181
1747	3.44800644
1748	3.447094006
1749	3.446173628
1750	3.445827441
1751	3.445530741
1752	3.445284315
1753	3.444722693
1754	3.444272641
1755	3.443268719
1756	3.441990924
1757	3.441039592
1758	3.440444747
1759	3.440026128
1760	3.439450385
1761	3.438560104
1762	3.437952535
1763	3.437522993
1764	3.437201883
1765	3.43687671
1766	3.436166977
1767	3.435636126
1768	3.435116332
1769	3.434467619
1770	3.433552501
1771	3.432429399
1772	3.431901609
1773	3.431105531
1774	3.430323075
1775	3.429560496
1776	3.42890064
1777	3.42809438
1778	3.427360428
1779	3.426824469
1780	3.426155081
1781	3.426145398
1782	3.425760181
1783	3.425569706
1784	3.425063365
1785	3.42461807
1786	3.424073675
1787	3.423280273
1788	3.422638717
1789	3.422056609
1790	3.421308939
1791	3.420856795
1792	3.420199575
1793	3.419875728
1794	3.419034714
1795	3.418832771
1796	3.418301729
1797	3.417708683
1798	3.417003619
1799	3.41651928
1800	3.415745365
1801	3.415740127
1802	3.414824971
1803	3.413881332
1804	3.412544165
1805	3.412060211
1806	3.411671878
1807	3.411183523
1808	3.410093331
1809	3.409122279
1810	3.408470233
1811	3.407934984
1812	3.40706215
1813	3.407056897
1814	3.405926138
1815	3.405920778
1816	3.405375911
1817	3.404944949
1818	3.404354671
1819	3.403535487
1820	3.403063536
1821	3.40249258
1822	3.401836719
1823	3.400586383
1824	3.400328115
1825	3.399800885
1826	3.399229004
1827	3.398582069
1828	3.39771023
1829	3.397159135
1830	3.396605794
1831	3.396230304
1832	3.396222153
1833	3.395624847
1834	3.395261469
1835	3.394522205
1836	3.394516618
1837	3.39390674
1838	3.393266522
1839	3.393048404
1840	3.392373126
1841	3.39164827
1842	3.390879424
1843	3.389783327
1844	3.389612819
1845	3.388939603
1846	3.388311933
1847	3.387705593
1848	3.38656486
1849	3.385771509
1850	3.385078087
1851	3.384272671
1852	3.383245942
1853	3.382791368
1854	3.382308335
1855	3.381692943
1856	3.381687683
1857	3.380999828
1858	3.380910083
1859	3.379925226
1860	3.379025277
1861	3.378510499
1862	3.377943253
1863	3.377395428
1864	3.376957248
1865	3.376480867
1866	3.375766186
1867	3.375160457
1868	3.374888354
1869	3.374362642
1870	3.373567915
1871	3.372893691
1872	3.371572687
1873	3.371101643
1874	3.370596752
1875	3.369962702
1876	3.369730149
1877	3.369429931
1878	3.368922751
1879	3.36838274
1880	3.368009234
1881	3.367275306
1882	3.36664891
1883	3.366156243
1884	3.365971257
1885	3.365157889
1886	3.364669465
1887	3.363964715
1888	3.362902024
1889	3.362213445
1890	3.361455225
1891	3.360989274
1892	3.360749109
1893	3.360007963
1894	3.359334787
1895	3.358952488
1896	3.358475095
1897	3.358096112
1898	3.357630095
1899	3.357247688
1900	3.356367547
1901	3.355609576
1902	3.35538266
1903	3.354611643
1904	3.353996836
1905	3.353815123
1906	3.353444447
1907	3.353188008
1908	3.352549133
1909	3.351947994
1910	3.351021013
1911	3.350184843
1912	3.349579307
1913	3.349367982
1914	3.348452282
1915	3.347589996
1916	3.346880686
1917	3.346626258
1918	3.346104852
1919	3.345463022
1920	3.345248017
1921	3.345086758
1922	3.344600402
1923	3.344008486
1924	3.343157892
1925	3.342819695
1926	3.342029328
1927	3.341243928
1928	3.340927045
1929	3.340624557
1930	3.33964529
1931	3.33891934
1932	3.338639738
1933	3.337760658
1934	3.337225892
1935	3.336649131
1936	3.336620917
1937	3.336109959
1938	3.335692316
1939	3.335211073
1940	3.334587439
1941	3.33333286
1942	3.333047274
1943	3.332719495
1944	3.332398875
1945	3.33146832
1946	3.330705448
1947	3.330701155
1948	3.330251475
1949	3.329223514
1950	3.328802663
1951	3.328269012
1952	3.328088428
1953	3.327927202
1954	3.326645627
1955	3.326077616
1956	3.325850985
1957	3.325577959
1958	3.32491087
1959	3.324562427
1960	3.324482586
1961	3.324225684
1962	3.323622485
1963	3.322828806
1964	3.322429562
1965	3.32147937
1966	3.320238177
1967	3.319495768
1968	3.318854367
1969	3.318301383
1970	3.317991912
1971	3.317254416
1972	3.316875504
1973	3.316034362
1974	3.315582031
1975	3.314605411
1976	3.314334428
1977	3.314002609
1978	3.312821661
1979	3.312617468
1980	3.312182383
1981	3.311635583
1982	3.310946848
1983	3.310452449
1984	3.309999772
1985	3.309606571
1986	3.30867057
1987	3.308105647
1988	3.30703925
1989	3.306026409
1990	3.305488209
1991	3.304882307
1992	3.304513979
1993	3.303538985
1994	3.30120078
1995	3.300559383
1996	3.299897804
1997	3.299170517
1998	3.298610383
1999	3.298228642
